category,image
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.0_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-0.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.0_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.0_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.0_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.0_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-0.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-0.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.0_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-0.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-0.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-0.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.0_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.0_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.0_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.0_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-0.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152304_l-1.0_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-1.0_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.0_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-1.0_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.0_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152228_l-0.5_r-45.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-0.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152234_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.0_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-0.5_r-270.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152232_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152225_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152230_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-0.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152340_l-0.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152308_l-1.0_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.5_r-0.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152249_l-1.0_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152314_l-1.5_r-90.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152318_l-1.5_r-225.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-0.5_r-315.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152322_l-1.5_r-180.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152327_l-0.5_r-135.jpg
hogrenas,/Users/angelovl/tmp/db/hogrenas/IMG_20211206_152222_l-1.0_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.0_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-0.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.0_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-0.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.0_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.0_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.0_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-0.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.0_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.0_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.0_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-0.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.0_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.0_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-0.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-1.0_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-90.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-1.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153901_l-1.5_r-180.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153846_l-0.5_r-315.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-135.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-0.5_r-270.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-0.5_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153850_l-1.5_r-225.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.5_r-0.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153858_l-1.0_r-45.jpg
bottle_opener,/Users/angelovl/tmp/db/bottle_opener/IMG_20211206_153904_l-0.5_r-225.jpg
